instance_id	source	token_budget	candidate_entities	selected_entities	rendered_context_tokens	budget_fill	mean_selected_source_tokens	truncated_entities	changed_lines_covered	changed_lines_total	complete_changed_lines
astropy__astropy-12907	BM25	4000	50	20	3754	0.9385	199.0	7	0	2	0
astropy__astropy-13033	BM25	4000	50	22	3959	0.98975	396.8181818181818	7	0	5	0
astropy__astropy-13236	BM25	4000	50	13	3888	0.972	488.61538461538464	8	0	7	0
astropy__astropy-13398	BM25	4000	50	15	3942	0.9855	397.8666666666667	7	0	30	0
astropy__astropy-13453	BM25	4000	50	8	3818	0.9545	412.625	4	2	2	1
astropy__astropy-13579	BM25	4000	50	15	3967	0.99175	713.0666666666667	10	0	3	0
astropy__astropy-13977	BM25	4000	50	13	3745	0.93625	1099.1538461538462	10	11	43	0
astropy__astropy-14096	BM25	4000	50	9	3907	0.97675	666.4444444444445	7	4	5	0
astropy__astropy-14182	BM25	4000	50	9	3471	0.86775	377.55555555555554	5	0	14	0
astropy__astropy-14309	BM25	4000	50	14	3765	0.94125	352.35714285714283	6	0	5	0
astropy__astropy-14365	BM25	4000	50	15	3866	0.9665	548.6	9	2	4	0
astropy__astropy-14369	BM25	4000	50	16	3991	0.99775	184.75	2	3	39	0
astropy__astropy-14508	BM25	4000	50	5	3932	0.983	530.2	5	0	23	0
astropy__astropy-14539	BM25	4000	50	13	3996	0.999	456.2307692307692	9	0	2	0
astropy__astropy-14598	BM25	4000	50	9	3960	0.99	259.6666666666667	2	0	4	0
astropy__astropy-14995	BM25	4000	50	9	3845	0.96125	1135.0	9	4	4	1
astropy__astropy-7166	BM25	4000	50	24	3960	0.99	343.7916666666667	6	4	8	0
astropy__astropy-7336	BM25	4000	50	23	3986	0.9965	215.47826086956522	7	2	2	1
astropy__astropy-7606	BM25	4000	50	29	3915	0.97875	90.58620689655173	2	2	5	0
astropy__astropy-7671	BM25	4000	50	15	3814	0.9535	380.46666666666664	8	1	2	0
astropy__astropy-8707	BM25	4000	50	11	3998	0.9995	592.5454545454545	7	16	19	0
astropy__astropy-8872	BM25	4000	50	24	3948	0.987	242.625	6	4	10	0
django__django-10097	BM25	4000	50	29	3923	0.98075	78.48275862068965	1	0	2	0
django__django-10554	BM25	4000	50	19	3780	0.945	172.05263157894737	4	0	3	0
django__django-10880	BM25	4000	50	17	3944	0.986	421.4117647058824	7	0	2	0
django__django-10914	BM25	4000	50	22	3971	0.99275	143.0	4	0	2	0
django__django-10973	BM25	4000	50	22	3940	0.985	249.36363636363637	5	0	35	0
django__django-10999	BM25	4000	50	19	3956	0.989	160.10526315789474	2	4	4	1
django__django-11066	BM25	4000	50	17	3739	0.93475	214.88235294117646	6	2	2	1
django__django-11087	BM25	4000	50	17	3992	0.998	288.52941176470586	11	1	9	0
django__django-11095	BM25	4000	50	21	3842	0.9605	213.14285714285714	7	2	3	0
django__django-11099	BM25	4000	50	23	3933	0.98325	149.56521739130434	2	3	4	0
django__django-11119	BM25	4000	50	26	3959	0.98975	89.88461538461539	2	1	2	0
django__django-11133	BM25	4000	50	21	3990	0.9975	201.85714285714286	4	2	2	1
django__django-11138	BM25	4000	50	17	3725	0.93125	184.35294117647058	3	0	43	0
django__django-11141	BM25	4000	50	21	3950	0.9875	226.71428571428572	8	0	7	0
django__django-11149	BM25	4000	50	21	3951	0.98775	310.5238095238095	5	31	31	1
django__django-11163	BM25	4000	50	18	3765	0.94125	295.3888888888889	7	2	2	1
django__django-11179	BM25	4000	50	14	3771	0.94275	371.42857142857144	5	0	1	0
django__django-11206	BM25	4000	50	20	3988	0.997	155.55	2	0	1	0
django__django-11211	BM25	4000	50	14	3825	0.95625	704.5714285714286	9	0	1	0
django__django-11239	BM25	4000	50	27	3979	0.99475	103.03703703703704	3	2	2	1
django__django-11265	BM25	4000	50	21	3996	0.999	236.0	5	0	5	0
django__django-11276	BM25	4000	50	29	3943	0.98575	109.93103448275862	2	8	26	0
django__django-11292	BM25	4000	50	29	3978	0.9945	101.27586206896552	3	1	7	0
django__django-11299	BM25	4000	50	35	3920	0.98	56.05714285714286	2	0	2	0
django__django-11333	BM25	4000	50	22	3934	0.9835	161.45454545454547	4	1	6	0
django__django-11400	BM25	4000	50	26	3832	0.958	103.57692307692308	2	6	14	0
django__django-11433	BM25	4000	50	25	3913	0.97825	100.44	4	0	3	0
django__django-11451	BM25	4000	50	27	3899	0.97475	90.25925925925925	1	1	1	1
django__django-11477	BM25	4000	50	18	3917	0.97925	277.1111111111111	4	2	2	1
django__django-11490	BM25	4000	50	22	3889	0.97225	122.68181818181819	2	0	1	0
django__django-11532	BM25	4000	50	23	3930	0.9825	145.7391304347826	5	6	21	0
django__django-11551	BM25	4000	50	18	3894	0.9735	170.83333333333334	2	0	26	0
django__django-11555	BM25	4000	50	31	3978	0.9945	96.96774193548387	3	0	1	0
django__django-11603	BM25	4000	50	42	3891	0.97275	36.214285714285715	0	0	2	0
django__django-11728	BM25	4000	50	16	3937	0.98425	315.125	6	9	14	0
django__django-11734	BM25	4000	50	20	3922	0.9805	240.8	7	0	8	0
django__django-11740	BM25	4000	50	9	3958	0.9895	314.0	4	0	4	0
django__django-11749	BM25	4000	50	16	3964	0.991	268.9375	7	0	3	0
django__django-11790	BM25	4000	50	30	3972	0.993	85.8	2	2	2	1
django__django-11815	BM25	4000	50	25	3880	0.97	133.72	3	0	4	0
django__django-11820	BM25	4000	50	14	3869	0.96725	538.3571428571429	7	0	3	0
django__django-11848	BM25	4000	50	23	3852	0.963	140.56521739130434	5	5	5	1
django__django-11880	BM25	4000	50	24	3856	0.964	132.91666666666666	5	0	1	0
django__django-11885	BM25	4000	50	20	3839	0.95975	267.1	7	0	75	0
django__django-11951	BM25	4000	50	18	3922	0.9805	225.27777777777777	5	2	2	1
django__django-11964	BM25	4000	50	16	3942	0.9855	189.125	4	0	2	0
django__django-11999	BM25	4000	50	23	3926	0.9815	168.3913043478261	4	0	3	0
django__django-12039	BM25	4000	50	22	3969	0.99225	120.0909090909091	1	0	7	0
django__django-12050	BM25	4000	50	15	3749	0.93725	248.93333333333334	3	16	16	1
django__django-12125	BM25	4000	50	13	3943	0.98575	449.9230769230769	9	0	2	0
django__django-12143	BM25	4000	50	18	3849	0.96225	309.77777777777777	7	2	2	1
django__django-12155	BM25	4000	50	29	3820	0.955	84.48275862068965	1	15	21	0
django__django-12193	BM25	4000	50	25	3906	0.9765	100.56	2	0	4	0
django__django-12209	BM25	4000	50	21	3877	0.96925	173.61904761904762	5	0	1	0
django__django-12262	BM25	4000	50	22	3987	0.99675	140.72727272727272	2	2	2	1
django__django-12273	BM25	4000	50	35	3908	0.977	58.94285714285714	1	0	1	0
django__django-12276	BM25	4000	50	26	3988	0.997	94.42307692307692	1	2	4	0
django__django-12304	BM25	4000	50	14	3757	0.93925	296.64285714285717	5	0	1	0
django__django-12308	BM25	4000	50	17	3724	0.931	343.05882352941177	9	0	1	0
django__django-12325	BM25	4000	50	16	3937	0.98425	250.75	4	0	8	0
django__django-12406	BM25	4000	50	27	3837	0.95925	65.96296296296296	2	0	11	0
django__django-12419	BM25	4000	50	20	3870	0.9675	118.55	2	0	2	0
django__django-12663	BM25	4000	50	17	3776	0.944	315.1764705882353	5	0	2	0
django__django-12708	BM25	4000	50	18	3836	0.959	199.88888888888889	3	2	2	1
django__django-12713	BM25	4000	50	32	3984	0.996	160.53125	6	0	12	0
django__django-12741	BM25	4000	50	28	3963	0.99075	81.75	0	4	6	0
django__django-12754	BM25	4000	50	15	3782	0.9455	435.8666666666667	8	0	1	0
django__django-12774	BM25	4000	50	15	3902	0.9755	356.6666666666667	10	0	2	0
django__django-12858	BM25	4000	50	19	3906	0.9765	202.47368421052633	5	0	2	0
django__django-12965	BM25	4000	50	24	3745	0.93625	164.5	4	0	1	0
django__django-13012	BM25	4000	50	30	3945	0.98625	80.66666666666667	1	1	1	1
django__django-13023	BM25	4000	50	25	3800	0.95	101.44	1	2	2	1
django__django-13028	BM25	4000	50	22	3951	0.98775	231.5	5	2	2	1
django__django-13033	BM25	4000	50	23	3968	0.992	142.7391304347826	6	0	2	0
django__django-13089	BM25	4000	50	24	3929	0.98225	129.95833333333334	2	3	4	0
django__django-13109	BM25	4000	50	11	3980	0.995	368.90909090909093	5	2	2	1
django__django-13112	BM25	4000	50	11	4000	1.0	235.54545454545453	4	0	2	0
django__django-13121	BM25	4000	50	21	3811	0.95275	140.33333333333334	2	20	52	0
django__django-13128	BM25	4000	50	26	3748	0.937	96.61538461538461	2	7	22	0
django__django-13158	BM25	4000	50	22	3866	0.9665	143.86363636363637	3	0	2	0
django__django-13195	BM25	4000	50	15	3895	0.97375	196.6	3	8	10	0
django__django-13212	BM25	4000	50	32	3999	0.99975	82.875	3	25	43	0
django__django-13279	BM25	4000	50	25	3938	0.9845	130.08	2	0	2	0
django__django-13297	BM25	4000	50	18	3846	0.9615	171.38888888888889	2	0	5	0
django__django-13315	BM25	4000	50	18	3965	0.99125	166.27777777777777	2	3	4	0
django__django-13343	BM25	4000	50	24	3882	0.9705	170.375	5	0	3	0
django__django-13344	BM25	4000	50	20	3851	0.96275	206.35	4	0	30	0
django__django-13346	BM25	4000	50	16	3999	0.99975	428.1875	7	0	2	0
django__django-13363	BM25	4000	50	28	3913	0.97825	77.82142857142857	2	0	4	0
django__django-13401	BM25	4000	50	17	3936	0.984	297.1764705882353	8	5	7	0
django__django-13406	BM25	4000	50	24	3904	0.976	126.79166666666667	3	1	1	1
django__django-13410	BM25	4000	50	28	3911	0.97775	111.10714285714286	3	0	6	0
django__django-13417	BM25	4000	50	19	3686	0.9215	199.31578947368422	6	2	2	1
django__django-13449	BM25	4000	50	13	3835	0.95875	353.61538461538464	4	0	3	0
django__django-13512	BM25	4000	50	22	3904	0.976	126.36363636363636	2	2	5	0
django__django-13513	BM25	4000	50	27	3896	0.974	136.77777777777777	5	21	27	0
django__django-13516	BM25	4000	50	15	3798	0.9495	489.93333333333334	6	0	1	0
django__django-13551	BM25	4000	50	29	3906	0.9765	76.13793103448276	1	5	6	0
django__django-13568	BM25	4000	50	21	3834	0.9585	140.57142857142858	3	0	2	0
django__django-13569	BM25	4000	50	16	3853	0.96325	325.5625	5	0	1	0
django__django-13590	BM25	4000	50	18	3758	0.9395	248.11111111111111	3	0	3	0
django__django-13658	BM25	4000	50	21	3907	0.97675	222.33333333333334	5	0	2	0
django__django-13670	BM25	4000	50	30	3942	0.9855	68.0	1	2	3	0
django__django-13741	BM25	4000	50	25	3964	0.991	125.16	3	7	15	0
django__django-13786	BM25	4000	50	29	3976	0.994	162.75862068965517	5	0	3	0
django__django-13794	BM25	4000	50	25	3874	0.9685	121.88	3	1	1	1
django__django-13807	BM25	4000	50	19	3893	0.97325	281.42105263157896	7	2	6	0
django__django-13809	BM25	4000	50	28	3979	0.99475	127.89285714285714	6	3	4	0
django__django-13810	BM25	4000	50	23	3974	0.9935	183.04347826086956	3	5	5	1
django__django-13820	BM25	4000	50	18	3952	0.988	298.55555555555554	9	0	6	0
django__django-13821	BM25	4000	50	26	3825	0.95625	100.34615384615384	2	2	3	0
django__django-13837	BM25	4000	50	23	3956	0.989	152.04347826086956	4	2	7	0
django__django-13925	BM25	4000	50	26	3952	0.988	146.26923076923077	5	0	1	0
django__django-13933	BM25	4000	50	24	3892	0.973	77.29166666666667	1	2	2	1
django__django-13964	BM25	4000	50	21	3917	0.97925	234.76190476190476	7	0	2	0
django__django-14007	BM25	4000	50	18	3913	0.97825	244.66666666666666	6	8	9	0
django__django-14011	BM25	4000	50	27	3942	0.9855	113.07407407407408	2	0	3	0
django__django-14017	BM25	4000	50	24	3799	0.94975	142.58333333333334	3	0	2	0
django__django-14034	BM25	4000	50	21	3868	0.967	120.28571428571429	1	0	4	0
django__django-14053	BM25	4000	50	22	3990	0.9975	217.63636363636363	6	8	8	1
django__django-14089	BM25	4000	50	23	3772	0.943	141.7826086956522	3	0	1	0
django__django-14122	BM25	4000	50	21	3993	0.99825	177.38095238095238	5	1	6	0
django__django-14140	BM25	4000	50	28	3951	0.98775	129.67857142857142	2	0	9	0
django__django-14155	BM25	4000	50	29	3968	0.992	152.0	6	0	4	0
django__django-14170	BM25	4000	50	19	3997	0.99925	293.05263157894734	5	0	17	0
django__django-14238	BM25	4000	50	23	3762	0.9405	158.1304347826087	7	1	2	0
django__django-14311	BM25	4000	50	18	3886	0.9715	318.72222222222223	6	0	3	0
django__django-14315	BM25	4000	50	28	3862	0.9655	83.17857142857143	1	3	5	0
django__django-14349	BM25	4000	50	25	3979	0.99475	118.36	3	0	2	0
django__django-14351	BM25	4000	50	18	3977	0.99425	298.72222222222223	3	0	1	0
django__django-14373	BM25	4000	50	34	3939	0.98475	53.411764705882355	0	2	3	0
django__django-14376	BM25	4000	50	23	3891	0.97275	156.95652173913044	4	0	9	0
django__django-14404	BM25	4000	50	27	3896	0.974	119.25925925925925	5	5	5	1
django__django-14434	BM25	4000	50	32	3993	0.99825	74.65625	3	4	8	0
django__django-14493	BM25	4000	50	28	3896	0.974	124.89285714285714	4	0	1	0
django__django-14500	BM25	4000	50	18	3891	0.97275	241.5	4	5	5	1
django__django-14534	BM25	4000	50	26	3960	0.99	123.96153846153847	4	1	2	0
django__django-14539	BM25	4000	50	24	3972	0.993	147.875	3	0	3	0
django__django-14559	BM25	4000	50	17	3906	0.9765	298.4117647058824	7	2	5	0
django__django-14580	BM25	4000	50	12	3910	0.9775	181.25	3	0	2	0
django__django-14608	BM25	4000	50	22	3992	0.998	217.9090909090909	8	3	4	0
django__django-14631	BM25	4000	50	27	3904	0.976	98.4074074074074	2	11	43	0
django__django-14672	BM25	4000	50	26	3715	0.92875	309.34615384615387	5	2	2	1
django__django-14725	BM25	4000	50	33	3952	0.988	72.57575757575758	2	0	8	0
django__django-14752	BM25	4000	50	21	3854	0.9635	260.8095238095238	8	5	5	1
django__django-14765	BM25	4000	50	18	3818	0.9545	272.3333333333333	6	0	5	0
django__django-14771	BM25	4000	50	30	3978	0.9945	76.06666666666666	1	0	1	0
django__django-14787	BM25	4000	50	36	3970	0.9925	82.83333333333333	6	0	2	0
django__django-14792	BM25	4000	50	39	3994	0.9985	54.205128205128204	2	0	3	0
django__django-14855	BM25	4000	50	21	3986	0.9965	169.71428571428572	5	2	2	1
django__django-14915	BM25	4000	50	27	3965	0.99125	84.74074074074075	1	1	1	1
django__django-14999	BM25	4000	50	28	3916	0.979	139.85714285714286	3	0	7	0
django__django-15022	BM25	4000	50	15	3933	0.98325	452.8	7	0	3	0
django__django-15037	BM25	4000	50	36	3942	0.9855	57.27777777777778	1	0	5	0
django__django-15098	BM25	4000	50	24	3922	0.9805	119.45833333333333	3	1	2	0
django__django-15103	BM25	4000	50	15	3689	0.92225	487.8666666666667	9	10	11	0
django__django-15104	BM25	4000	50	15	3846	0.9615	399.06666666666666	8	2	2	1
django__django-15127	BM25	4000	50	22	3891	0.97275	196.0909090909091	7	0	3	0
django__django-15128	BM25	4000	50	16	3907	0.97675	407.75	7	10	16	0
django__django-15161	BM25	4000	50	20	3882	0.9705	246.85	6	0	6	0
django__django-15252	BM25	4000	50	26	3845	0.96125	137.23076923076923	4	3	3	1
django__django-15268	BM25	4000	50	23	3949	0.98725	153.56521739130434	4	0	4	0
django__django-15277	BM25	4000	50	25	3865	0.96625	85.92	0	0	2	0
django__django-15278	BM25	4000	50	21	3698	0.9245	121.76190476190476	4	5	5	1
django__django-15280	BM25	4000	50	18	3677	0.91925	420.5	7	0	3	0
django__django-15315	BM25	4000	50	23	3862	0.9655	215.0	6	5	6	0
django__django-15368	BM25	4000	50	18	3978	0.9945	226.83333333333334	4	2	4	0
django__django-15375	BM25	4000	50	21	3988	0.997	169.47619047619048	5	0	2	0
django__django-15380	BM25	4000	50	17	3765	0.94125	313.1764705882353	7	2	2	1
django__django-15382	BM25	4000	50	21	3742	0.9355	194.47619047619048	5	8	8	1
django__django-15467	BM25	4000	50	17	3820	0.955	202.0	4	0	2	0
django__django-15499	BM25	4000	50	26	3867	0.96675	97.38461538461539	1	0	1	0
django__django-15503	BM25	4000	50	18	3808	0.952	314.72222222222223	7	0	16	0
django__django-15525	BM25	4000	50	16	3959	0.98975	202.75	4	0	2	0
django__django-15554	BM25	4000	50	20	3991	0.99775	225.1	7	1	19	0
django__django-15561	BM25	4000	50	14	3986	0.9965	604.2857142857143	8	0	18	0
django__django-15563	BM25	4000	50	15	3907	0.97675	369.8	10	0	8	0
django__django-15569	BM25	4000	50	23	3784	0.946	163.30434782608697	4	0	1	0
django__django-15572	BM25	4000	50	24	3963	0.99075	145.75	4	0	4	0
django__django-15629	BM25	4000	50	20	3999	0.99975	220.6	5	0	14	0
django__django-15695	BM25	4000	50	27	3971	0.99275	96.88888888888889	2	1	1	1
django__django-15731	BM25	4000	50	28	3809	0.95225	276.10714285714283	4	3	4	0
django__django-15732	BM25	4000	50	20	3837	0.95925	210.9	7	2	9	0
django__django-15741	BM25	4000	50	21	3929	0.98225	171.76190476190476	3	0	1	0
django__django-15814	BM25	4000	50	15	3972	0.993	225.8	4	0	1	0
django__django-15851	BM25	4000	50	15	3855	0.96375	414.0	8	2	2	1
django__django-15863	BM25	4000	50	23	3958	0.9895	133.69565217391303	4	0	2	0
django__django-15916	BM25	4000	50	14	3899	0.97475	383.57142857142856	9	10	13	0
django__django-15930	BM25	4000	50	19	3755	0.93875	344.6842105263158	8	0	1	0
django__django-15957	BM25	4000	50	20	3970	0.9925	228.25	4	0	11	0
django__django-15973	BM25	4000	50	6	3799	0.94975	388.5	4	0	2	0
django__django-15987	BM25	4000	50	18	3862	0.9655	282.6666666666667	7	2	2	1
django__django-16032	BM25	4000	50	18	3827	0.95675	256.05555555555554	5	1	11	0
django__django-16082	BM25	4000	50	22	3936	0.984	112.0	2	0	1	0
django__django-16100	BM25	4000	50	20	3761	0.94025	197.2	2	0	10	0
django__django-16116	BM25	4000	50	14	3780	0.945	399.7857142857143	7	3	5	0
django__django-16136	BM25	4000	50	17	3922	0.9805	318.70588235294116	6	1	2	0
django__django-16139	BM25	4000	50	24	3921	0.98025	86.91666666666667	2	0	2	0
django__django-16145	BM25	4000	50	23	3908	0.977	142.1304347826087	3	1	3	0
django__django-16255	BM25	4000	50	32	3941	0.98525	86.53125	3	2	2	1
django__django-16256	BM25	4000	50	20	3972	0.993	478.5	6	7	11	0
django__django-16263	BM25	4000	50	22	3992	0.998	234.77272727272728	6	8	44	0
django__django-16315	BM25	4000	50	18	3944	0.986	231.27777777777777	6	3	10	0
django__django-16333	BM25	4000	50	23	3729	0.93225	110.0	2	1	1	1
django__django-16429	BM25	4000	50	19	3794	0.9485	176.8421052631579	3	0	1	0
django__django-16454	BM25	4000	50	14	3982	0.9955	680.8571428571429	9	0	2	0
django__django-16485	BM25	4000	50	29	3950	0.9875	110.48275862068965	2	0	2	0
django__django-16493	BM25	4000	50	22	3912	0.978	142.5909090909091	3	3	3	1
django__django-16502	BM25	4000	50	11	3991	0.99775	311.6363636363636	4	0	5	0
django__django-16527	BM25	4000	50	25	3940	0.985	127.2	3	0	2	0
django__django-16560	BM25	4000	50	21	3974	0.9935	266.9047619047619	8	7	40	0
django__django-16569	BM25	4000	50	22	3894	0.9735	176.45454545454547	8	2	2	1
django__django-16595	BM25	4000	50	21	3801	0.95025	114.71428571428571	1	4	4	1
django__django-16612	BM25	4000	50	22	3970	0.9925	249.3181818181818	8	2	2	1
django__django-16631	BM25	4000	50	38	3822	0.9555	45.55263157894737	1	0	10	0
django__django-16642	BM25	4000	50	22	3932	0.983	167.04545454545453	8	0	2	0
django__django-16661	BM25	4000	50	16	3925	0.98125	238.125	6	5	5	1
django__django-16662	BM25	4000	50	19	3766	0.9415	210.05263157894737	6	0	2	0
django__django-16667	BM25	4000	50	35	3920	0.98	56.77142857142857	2	1	1	1
django__django-16801	BM25	4000	50	24	3937	0.98425	146.25	3	3	7	0
django__django-16819	BM25	4000	50	30	3875	0.96875	89.9	1	0	1	0
django__django-16877	BM25	4000	50	29	3847	0.96175	104.3103448275862	3	0	1	0
django__django-16899	BM25	4000	50	17	3846	0.9615	192.11764705882354	3	4	4	1
django__django-16901	BM25	4000	50	26	3876	0.969	220.1153846153846	5	0	4	0
django__django-16938	BM25	4000	50	15	3968	0.992	809.9333333333333	10	0	4	0
django__django-16950	BM25	4000	50	14	3970	0.9925	248.71428571428572	3	0	2	0
django__django-17029	BM25	4000	50	21	3675	0.91875	141.38095238095238	4	1	1	1
django__django-17084	BM25	4000	50	41	3891	0.97275	39.58536585365854	0	0	3	0
django__django-17087	BM25	4000	50	9	3184	0.796	410.22222222222223	6	0	2	0
django__django-7530	BM25	4000	50	19	3745	0.93625	283.8421052631579	7	0	2	0
django__django-9296	BM25	4000	50	30	3948	0.987	87.93333333333334	2	1	1	1
matplotlib__matplotlib-13989	BM25	4000	50	4	1576	0.394	1517.0	2	0	2	0
matplotlib__matplotlib-14623	BM25	4000	50	6	3891	0.97275	477.6666666666667	2	0	13	0
matplotlib__matplotlib-20488	BM25	4000	50	17	3953	0.98825	498.0	5	0	4	0
matplotlib__matplotlib-20676	BM25	4000	50	23	3869	0.96725	190.3913043478261	5	2	2	1
matplotlib__matplotlib-20826	BM25	4000	50	12	3858	0.9645	546.3333333333334	7	0	3	0
matplotlib__matplotlib-20859	BM25	4000	50	4	3162	0.7905	690.75	2	0	6	0
matplotlib__matplotlib-21568	BM25	4000	50	22	3826	0.9565	152.63636363636363	5	0	3	0
matplotlib__matplotlib-22719	BM25	4000	50	1	2745	0.68625	1975.0	1	0	4	0
matplotlib__matplotlib-22865	BM25	4000	50	14	3810	0.9525	351.0	5	2	3	0
matplotlib__matplotlib-22871	BM25	4000	50	22	3735	0.93375	134.45454545454547	4	0	3	0
matplotlib__matplotlib-23299	BM25	4000	50	31	3949	0.98725	79.19354838709677	1	0	3	0
matplotlib__matplotlib-23314	BM25	4000	50	19	3728	0.932	202.73684210526315	6	0	1	0
matplotlib__matplotlib-23412	BM25	4000	50	0	0	0.0	0.0	0	0	4	0
matplotlib__matplotlib-23476	BM25	4000	50	29	3840	0.96	191.86206896551724	4	0	1	0
matplotlib__matplotlib-24026	BM25	4000	50	0	0	0.0	0.0	0	0	9	0
matplotlib__matplotlib-24149	BM25	4000	50	0	0	0.0	0.0	0	0	2	0
matplotlib__matplotlib-24177	BM25	4000	50	14	3880	0.97	594.2857142857143	5	0	2	0
matplotlib__matplotlib-24570	BM25	4000	50	15	3971	0.99275	604.8	8	4	4	1
matplotlib__matplotlib-24627	BM25	4000	50	13	3900	0.975	283.6923076923077	5	0	2	0
matplotlib__matplotlib-24637	BM25	4000	50	18	3929	0.98225	296.3333333333333	6	2	2	1
matplotlib__matplotlib-24870	BM25	4000	50	1	2067	0.51675	1386.0	1	0	24	0
matplotlib__matplotlib-24970	BM25	4000	50	8	2181	0.54525	600.25	6	0	11	0
matplotlib__matplotlib-25122	BM25	4000	50	16	3961	0.99025	302.875	7	4	8	0
matplotlib__matplotlib-25287	BM25	4000	50	0	0	0.0	0.0	0	0	6	0
matplotlib__matplotlib-25311	BM25	4000	50	13	3868	0.967	557.7692307692307	8	0	2	0
matplotlib__matplotlib-25332	BM25	4000	50	14	3920	0.98	708.0714285714286	8	0	1	0
matplotlib__matplotlib-25479	BM25	4000	50	16	3992	0.998	323.25	6	0	3	0
matplotlib__matplotlib-25775	BM25	4000	50	0	0	0.0	0.0	0	0	16	0
matplotlib__matplotlib-25960	BM25	4000	50	13	3696	0.924	387.15384615384613	7	6	6	1
matplotlib__matplotlib-26113	BM25	4000	50	2	3120	0.78	2932.0	2	0	2	0
matplotlib__matplotlib-26208	BM25	4000	50	10	3935	0.98375	331.0	2	0	2	0
matplotlib__matplotlib-26291	BM25	4000	50	20	3998	0.9995	207.5	4	1	1	1
matplotlib__matplotlib-26342	BM25	4000	50	22	3935	0.98375	293.95454545454544	8	4	6	0
matplotlib__matplotlib-26466	BM25	4000	50	1	2745	0.68625	1975.0	1	0	17	0
mwaskom__seaborn-3069	BM25	4000	50	10	3982	0.9955	527.4	5	0	5	0
mwaskom__seaborn-3187	BM25	4000	50	2	3086	0.7715	1024.5	2	0	2	0
pallets__flask-5014	BM25	4000	50	21	3960	0.99	177.33333333333334	2	1	1	1
psf__requests-1142	BM25	4000	50	21	3823	0.95575	145.1904761904762	2	1	2	0
psf__requests-1724	BM25	4000	50	16	3968	0.992	355.9375	6	0	3	0
psf__requests-1766	BM25	4000	50	18	3745	0.93625	242.33333333333334	7	0	4	0
psf__requests-1921	BM25	4000	50	17	3958	0.9895	310.7647058823529	7	0	1	0
psf__requests-2317	BM25	4000	50	18	3967	0.99175	294.22222222222223	4	2	4	0
psf__requests-2931	BM25	4000	50	18	3982	0.9955	364.0	10	3	3	1
psf__requests-5414	BM25	4000	50	16	3905	0.97625	346.4375	9	0	2	0
psf__requests-6028	BM25	4000	50	15	3812	0.953	349.1333333333333	5	0	1	0
pydata__xarray-2905	BM25	4000	50	20	3833	0.95825	322.3	5	0	2	0
pydata__xarray-3095	BM25	4000	50	15	3874	0.9685	476.0	9	4	30	0
pydata__xarray-3151	BM25	4000	50	10	3682	0.9205	557.6	6	9	9	1
pydata__xarray-3305	BM25	4000	50	11	3732	0.933	552.4545454545455	8	0	11	0
pydata__xarray-3677	BM25	4000	50	15	3721	0.93025	556.5333333333333	8	0	1	0
pydata__xarray-3993	BM25	4000	50	13	3834	0.9585	680.8461538461538	11	22	23	0
pydata__xarray-4075	BM25	4000	50	22	3952	0.988	228.86363636363637	2	2	2	1
pydata__xarray-4094	BM25	4000	50	13	3870	0.9675	587.0	9	2	2	1
pydata__xarray-4356	BM25	4000	50	15	3855	0.96375	202.4	3	6	6	1
pydata__xarray-4629	BM25	4000	50	12	3931	0.98275	1232.3333333333333	11	0	2	0
pydata__xarray-4687	BM25	4000	50	16	3989	0.99725	545.5	11	0	5	0
pydata__xarray-4695	BM25	4000	50	13	3707	0.92675	895.1538461538462	11	0	2	0
pydata__xarray-4966	BM25	4000	50	14	3993	0.99825	725.6428571428571	9	0	1	0
pydata__xarray-6461	BM25	4000	50	11	3761	0.94025	921.1818181818181	8	2	3	0
pydata__xarray-6599	BM25	4000	50	18	3837	0.95925	429.8888888888889	5	0	3	0
pydata__xarray-6721	BM25	4000	50	13	3951	0.98775	631.3076923076923	8	0	2	0
pydata__xarray-6744	BM25	4000	50	17	3904	0.976	350.2352941176471	11	10	10	1
pydata__xarray-6938	BM25	4000	50	12	3841	0.96025	1066.8333333333333	12	1	24	0
pydata__xarray-6992	BM25	4000	50	15	3968	0.992	377.1333333333333	6	0	56	0
pydata__xarray-7229	BM25	4000	50	9	3900	0.975	819.3333333333334	7	0	8	0
pydata__xarray-7233	BM25	4000	50	16	3914	0.9785	352.625	7	2	2	1
pydata__xarray-7393	BM25	4000	50	12	3968	0.992	866.8333333333334	11	0	3	0
pylint-dev__pylint-4551	BM25	4000	50	3	2583	0.64575	705.3333333333334	2	0	36	0
pylint-dev__pylint-4604	BM25	4000	50	4	3956	0.989	721.5	4	0	3	0
pylint-dev__pylint-4661	BM25	4000	50	3	3857	0.96425	1043.6666666666667	2	0	7	0
pylint-dev__pylint-4970	BM25	4000	50	1	2751	0.68775	2396.0	1	0	1	0
pylint-dev__pylint-6386	BM25	4000	50	3	2154	0.5385	858.0	3	0	9	0
pylint-dev__pylint-6528	BM25	4000	50	7	3561	0.89025	644.1428571428571	4	0	12	0
pylint-dev__pylint-6903	BM25	4000	50	10	3866	0.9665	536.4	7	0	1	0
pylint-dev__pylint-7080	BM25	4000	50	10	4000	1.0	435.8	5	0	1	0
pylint-dev__pylint-7277	BM25	4000	50	3	2925	0.73125	958.6666666666666	1	3	3	1
pylint-dev__pylint-8898	BM25	4000	50	2	2823	0.70575	1014.5	2	0	7	0
